,twitts,sentiment
16644,@TGRWorzel Or voting for the English Democrats ,1
16645,@Hnygirl2000 @DJSMOOK oh shit i didn't check my twits after i posted about quiznos the one in ala moana isn't there anymore ,0
16646,aww now i don't know what to do   *hopes he rings back*,0
16647,@Daniel_Caudwell I am quite aware of where I stole it from Sir Daniel. Howeva I maintain that I have been laughing at funerals 4 longer ,1
16648,@kwill15 Ugh! ,0
16649,Sorry if i hurt ur feelings ,0
16650,blah..too much to drink last night ,0
16651,Listening to The Summer Set! ,1
16652,@nickmarshall I'm not sick - just in intense pain  Leaving my computer now...,0
16653,wish all the best for my sister ,1
16654,@JonathanRKnight Thats much better MR. John Knight ,1
16655,Is quite addicted to Gordon Ramsay right now ,1
16656,well ..cos I didnt get my forgiveness..banana dreamsss ,0
16657,@larsbachmann nice feature ,1
16658,Hallelujah for payday!! Although half my money is gone already ,0
16659,@casey887 ur not crazy about the &quot;he's gone poster?&quot; or the one i have now?  sorry i'm confused.  lol .. bad morning.  ,1
16660,@soho2014 Just like any other criminal the swineflu takes on a alias ,1
16661,i messed up my back/hip. it hurts so bad ,0
16662,my husband robert pattinson got hit by a cab today in the city  get those psycho stalkers away from him! #LeaveRobAlone #PeterFacinelli,0
16663,I may have just completely flipped...and then shared way too much. Stupid things I do in freak out mode. I'm sorry. ,0
16664,is waiting for the clock to countdown for work tonight ,0
16665,"@StephR425  why limit your story to 140 ch. Tell all what is annoying you at www.iamsoannoyed.com ,it will help relieve your stress ",1
16666,@stephmatee wooo dover. medway haha! i am indeed  hammersmith &amp;&amp; southend. what about youu?,1
16667,@barsoomcore you know I made you laugh.  Can't cut me when you're giggling. And I can run faster than you.  When you're giggling. ,1
16668,Not many meows today  @erlse @interwibble @09casper @artfordogs @cyberbonn @petwebdesigner @ifpetscouldtime @halopets romeothecat,0
16669,(@SHUTUP) i have a feeling that this whole week is going to suck ,0
16670,@TheSeg I wouldn't miss either one. ,1
16671,i need a puppy to rub all over my face  i wish i didnt have to wait 3 weeks.,0
16672,oh dear...just noticed i have two assigments due in today...didn't realise... thankfully they are already done!  organisation is great!!,1
16673,This is what happens when people ditch out on our &quot;woohoo Friday night!&quot; Fridays. ,0
16674,wordpress is ah-MAY-zing ,1
16675,@BustaBusta haha I always say &quot;neon nin jax&quot; because of the x's at the end ,1
16676,CHECK OUT THE LATEST VIDEO I SHOT FOR SCHOOL!!! on youtube http://bit.ly/3gqKLZ  or my music page J.D Tellez ,1
16677,is about to go to school for one day ,1
16678,"No singing for my today, no way, just loads of honey tea and water ",1
16679,"@Mama2Kings Yeah I can't afford that either!  I miss pedicures too. I remember yours. You didn't tip her, right? lol",0
16680,@_Hooch_ I know!!! Now prepared to get addicted to Twitter!!  Ha!,1
16681,@iHoff moving up in the world then! ,1
16682,"@Kyabean I got your twable and wanted to send you a message, but it appears you're not following me. ",0
16683,HOJE ! Stand up Comedy com Danilo Gentili ,1
16684,@feistyflo unfortunately I wasn't there to hear it first hand  retold by @weikim,0
16685,@VanNessVanWu wil be back to follow up after my yoga.... ,1
16686,What I said earlier about my mum was al lie. She had actually dropped a slab on her finger ,0
16687,I am just one big freckle collection.. And I'm burnt ,0
16688,very touching tribute ,0
16689,@Anime_Otaku2 that was hard 25k stolen ,0
16690,Enough time left to eat before I head off to the next weekend event.  Why does Fun have to be so much work some days? ,1
16691,@andrewtc04 jebus dude... you better be wearing a helmet. If not I will bring you one this evening. That is soo scary ,0
16692,I am sitting in school and am allowed to surf in the internet  Loving it!,1
16693,"@ksilver Drive safely! May the roads rise to meet you, and your motel be decent. ",1
16694,"Good morning tweeps! Monday got here way too soon! Hope you are having a good one, at least as good as it can get for a Monday ",1
16695,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons  ,0
16696,@thedailysurvey Why do we love those that we cannot have? ,0
16697,"@AlanRoberts1971 @paintgranny  thanks for thoughts, some of us were here working late again, didnt even manage to get to pub on way home ",0
16698,"@SweetBullshit oh noes, you were sposed to say topshop or something ",0
16699,@erikarhanetan I have so much love for that song ,1
16700,Evening   How was everyones sunday so far ?,1
16701,Oh noooes!!! I burnt my toaster strudel!! I was lookin forward to eatin it too... It was strawberry and I found extra frosting packets ,0
16702,"@tomofromearth http://twitpic.com/7uv5m - oh my god, this is even worse, Tomo  please shave it off. you look like a ukrainian Ñ?ossaÑ?k.",0
16703,@JessamineKate Booo  Come online and play more often when you return!,0
16704,"is tidying, hoovering, cleaning and polishing the house to surprise dadddy and christine. ",1
16705,@dekkuran An overly-happy yeti is still better than a pissed yeti. Just enjoy this side of me before it wears off ,1
16706,"Love cant be described in words, but actions. But it seems all my actions attract love. why is my tailor saddd  be happy!!!",0
16707,Booboo has sinus infection  Florida on wednesday. I can't wait,0
16708,darn i really wanted not to be bored 2maro   ..... hmmm i guess ill just do somethin else,0
16709,@bouchraINparis I guess so ,1
16710,@lovinkat @kristy Doesn't help that I toss a blanket over her head and smoosh her almost every time. ,1
16711,"come to think of it,.... for a lot of things ",0
16712,@SufiBEE I can't play Blip.fm tunes on my iPhone ,0
16713,im really worried about my itouch ,0
16714,"I'm dreading the durian mum will bring back home. Stinky, unpleasantly mushy stuff!! ",0
16715,i got a package from lisbon on friday and now i cant find it anywhere! i forgot where i put it  ABJDNKJDSBJSBGJDF merdeeeeeeeeeee,0
16716,@Sir_Almo Well your Ekka is over.Whats next on the agenda. Popping in and out of The Valley lol ,1
16717,@Andyv67 It says d link on it. I'm thinking it's my laptop though cuz I have the wireless switch on &amp; still does not work. ,0
16718,@geekmum how did you get that checkout coupon for CCC?  I missed it too ,0
16719,@patelkav @hackinmage @rishinpatel  just called the administration office on behalf of all 4 of us.  but they're closed today ,0
16720,@nwsa Ouch! That does not look like fun ,0
16721,@xanister and the guy who did it (by accident) is friends with me on Facebook. ,1
16722,outside til acaffs last recital later ,0
16723,shaun isnt doing it for me tonight ,0
16724,Hi everybody! Been &quot;hors de combat&quot; for a coupla days... but I'm back now! ,1
16725,watching a film called madhouse... and im scared shitless...  ,0
16726,@SassySenna oh snap... you haveeeee to do Madonna's Like A Virgin. ,1
16727,"Mouth being numbed, but still not looking forward to my filling  left side of my face is drifting off.",0
16728,"Had the ultimate British lunch today: grilled fish, mashed potatos and peas. I have to say it was delicious thanks to Grandma! ",1
16729,French test was fun ,1
16730,@dottiebobottie @abbyladybug YES! That would be awesome. ,1
16731,@PaulaAbdul Can't wait for the finale  It comes right in between huge exams for me so it will be a relief to watch it  Love you xoxo,1
16732,@Ebusandy Oh and we did create some super awesome robot aliens from Reverse art truck finds.  Room messy- kids and grownups happy,1
16733,"@daniyaatmawan aaaaaaarrgghh i tried so hard to forget about him dan, but i cant ",0
16734,"Shouldn't sit weirdly at the pc, I know Im going to hit the deck once I get up ",0
16735,"@spiffgoodall Ummm, OK...to each her own, I s'pose...  ",1
16736,just found some interesting projects on RAC ,1
16737,"@sadbuttrue Ooooh nice, enjoy your day at Conkers; go bonkers indeed ",1
16738,My stomach is full and the weather is cloudy. It is officially time 2 chill ,1
16739,I'm closing up shop and going home for the night  I hear my bottle of wine calling my name...,1
16740,"@SeniorElk09 Alright, have a good one. ",1
16741,Bad day at work...huge literature search+ejournals playing up (which is NOT my fault!). All I want to do is watch cycling ,0
16742,I hate wen niggas ask how I have sex..juss noe I free niggas bitches..bak 2 sleep n ah min ,1
16743,At the Luna halo concert ,1
16744,Getting ready to swim. Just washed my hair yesterday. UGH! Hate I'm no longer natural. ,0
16745,Morning everyone  It's #followfriday again...a couple of lessons this morning...,1
16746,@pamjob yay  i'll do you a heart mk shout in a sec pam,1
16747,@hollymae20 same! ,0
16748,Lets get this kickback started! Hit me up! ,1
16749,wants to wear shorts tomorrwo but can't ,0
16750,"@echsizzles 2nite i'm gonna to go dentist  sorry  2morrow's plan is PWW, isnt it? hihi cant wait darling, after lunch okay? â¥â¥",0
16751,gmorning tweethearts!  beautiful day today but bad stomach early morning. its okay. im good. how are you all?,1
16752,"@darkcartman: Yes, they're terrible! @jonnyyyyy88: I hope so..it has been almost 24 hours and they hurt very bad! ",0
16753,Yay. I can has lawyer to get me out of stupid ticket. ,1
16754,0ut new batteries in daughter's seahorse. Happiest girl alive. ,1
16755,#Swine Flu ... from Swine to Swine or from Human to Human. So I'm going to enjoy my honey ham Thank You Very Much! ,1
16756,@poetic_violence I dnt wanna touch him  he's yuccy n he smells bad... lmao,0
16757,has a pack of cigarettes but no lighter... ,0
16758,@SolaScrpturaMan I don't have crazy atheists retweet my reply.  I'm sad.    You're more popular than me.,0
16759,@buckhollywood - I feel so left out of your FF tweet!!  J/K,0
16760,@JohnChow I Can't wait for this new contest of yours!!! Yaaaaaay!! ,1
16761,Downloaded DeskTube but it doesn't want to play any videos  Grrrrr,0
16762,@juliembaby YAY! My loveeee is coming back to meeee ,1
16763,is glad tomorrow is my &quot;Friday&quot;...   STOKED about Friday!!!!!!    ,1
16764,if this is the end then blue fear is best way to end this  after all that song was Armins breakthrough  #asot400,1
16765,"@cherylperreault I'm glad you liked the movie, and the party ",1
16766,that happend to me the other day it was bout me and it never changed  i hated the person who said it but it was a joke so yeah but its gay,0
16767,I'm a little homesick  I miss my Snowbie so much :'(  she misses me too http://twitpic.com/7ruxw,0
16768,@slowdanse oww ? thats NICE  add me to your neighbor ),1
16769,I just taught Jarrad to multi task! ,1
16770,@Mezzie1221 i thought i was your best friend! ,0
16771,@dreamindemon I did not. I am a ginormous failure. ,0
16772,"@ian_cummings not bad. Not to be a debbie downer, but I'm not a fan of the large font used. ",0
16773,@troubleww  oh yes i am  I have sent you proof of that,1
16774,@gulpanag DMed you. I usually don't discuss work in a public forum. ,1
16775,"finally, at the airport. currently chilling out at the Citibank lounge. maaaan, the wi fi here doesn't work! lameeee! ",0
16776,@blindcripple I need coffee.  I'm so sick of these cats. ,0
16777,fireworks @ KBOOM concert... second best I've ever seen...preceded only by last year's show 2008 &lt;sigh&gt; ,1
16778,"@SusanBilheimer Thank you Susan, for such wonderfully kind words! ",1
16779,"@etis Sababa, don't forget to arrange parking spots as well ",1
16780,FACT: trudy (my mom) is waking me up to go to nj.....when i just ent to sleep an hour ago ,0
16781,@heycassadee hey I'm shannyn! ,1
16782,"@ryanbarnholdt thanks for the FF. sorry for the confusion, this was the 9th though. i wouldn't see a 10th if i took her to chipotle ",1
16783,"lol please bear with me. i know its annoying, tweeting my way through the movie awards ",1
16784,"speaking of pimps, shout out to a pimp named slickback lol...damn, does anybody know exactly when the boondocks come on? i always miss it ",0
16785,wants to go home and give Lia a hug. She went home with a cut on her lip. Classmate *accidentally* kicked her. ,0
16786,Feeling better than ever ,1
16787,@FcKwHtYaHeArD yeah i know  its sad,0
16788,in bed listening to music. these songs really make me want a boyfriend. ah yesss. ,1
16789,Fuckin a lill boy ,1
16790,Povestea diminetii: The Asimov story in which a mother invents Twitter http://tinyurl.com/pwjmou Neata! ,1
16791,"Sad to be missing the Brandi Carlisle concert in Austin tonight.  But, my sis-in-law didn't buy ME a ticket ",0
16792,Unpacking  beach tonight!!!,1
16793,@DonnieWahlberg and what about me? You totally forgot me!  lol,0
16794,Watery eyes? Check.  Sore throat? Check. Sinus Pressure? Check. Headache? Check.  You win this round allergies. ,0
16795,"@weelissa  Wish I could give you one (ooh err missus, thats what she said) but they make you return them to get a refund.  No resale!  ",0
16796,the Tulsa trip was awesome &amp; it was a dream come true 2 go 2 Hanson's hometown n c them in concert  ill never forget the experience  &lt;3,1
16797,@Rackap that's mean ,0
16798,@YessMaam haha thanks love ,1
16799,good morning  I can't believe it's June already !! 29 more days and I'm on maternity leave,1
16800,Sometimes I wish I was a kid again...cause skinned knees r easier 2 fix then broken hearts!!  {*GOOBERIFIC*},0
16801,"~ 'Love me, hate me, say what you want about me but all of the boys and all of the girls are begging to, if you seek Amy' - Britney  x",1
16802,"Second night in apartment man when is my bed going to get here  Bed trudging it on the floor for now, furniture shopping. . . next check!",0
16803,@ajblank Haha. Wow. Sorry. I tweeted to the completely wrong person. Im super dumb. Sorry. ,0
16804,is up and about ,1
16805,@Shiz89 Ð²ÑÐ¾ÑÐ½Ð¸Ðº ÑÐ¾Ð»ÑÐºÐ¾ Ð½Ð°ÑÐ°Ð»Ñ?Ñ? Ð° Ñ? ÑÐ¶Ðµ Ð·Ð°ÐµÐ±Ð°Ð»Ñ?Ñ? ,0
16806,ahhh going to see the hangover ,1
16807,Is www.myspace.com/veronicaleigh... Songs from the new record are up ,1
16808,so in love with tori amos right now. i just found out that &quot;Mary Jane&quot; is about marijuana ,1
16809,@HAMMER32 Awesome. ,1
16810,"@HayleyyFitch haha defff, i might download it in the morning, if i have time before i go to school hahaha ",1
16811,he doesn't love me  #watchin' &quot;seven pounds&quot;...,0
16812,im on the computer and texting at the same time. while i hear the weather say there is a tornado somewhere north of me. ,0
16813,Off to liverpool today. Spending it with my mom as it's her birthday ,1
16814,I wanna watch Yes Man again :\  I miss that show ! ,0
16815,@cin_ker don't feel too frustrated! Maybe it's the cup noodles... Try McD's next time ,1
16816,@mingmingming much worse reasons for lack of interest this side. pity your dating service never worked. vm. noooo! in dire need of help. ,0
16817,"@RosieRaccoon hi, where bouts r u? What country that is, lol, not a stalker! ",1
16818,just arrived home from greenhills. i had fun with friends.  wala parin sa school ung listahan ng mga section!! that's so booish.,1
16819,@Rell33 I see the Blackberry got you hooked..the BLACKER the berry...the sweeter the text! ,1
16820,@TeamDemi_Lovato i'll make my friends follow u! ,1
16821,had a super bad fight with a best friend ,0
16822,@Bealeyboo Thank you! ,1
16823,Like a mouse in a maze. As if have a choice on whether to at th cheese when I'm made to starve &amp; led by missing walls...Yeah genius. ,0
16824,@ShawnaCoronado Apartment living = pots and planters so last week when Montreal was hit with frost I brought all my babies inside. ,1
16825,"@ben_stiller They sure DO. More than 40,000 to boot! ",1
16826, #SaveEarl,0
16827,r @kcline I keep mine in a pot in morning sun only - but it doesn't matter...  Try Try Again!,0
16828,@TheGreatSlashby I GOT ALL OF YOUR TEXT MESSAGES KAPESH!  I saw I will call you in a few. Don't go into overload mode on me please.,1
16829,@SarahMac81 Thanks for spreading the word!  ,1
16830,Newport Bay cruise ,1
16831,is very very sorry that i can't come to rain's party.. sorry talaga @lengiel  http://plurk.com/p/13t0c5,0
16832,"@Craigsworld Hey, that's cool! ",1
16833,@_justmitch_ I TINK T GONE SLEEP ON WE  HMMMM...................,0
16834,So much for Xbox 360.  Shitty plastic bag fucked us over.,0
16835,"Got some drawing in, I'm about 2 go back to sleep my times are all mixed up now, yesterday really threw me off today's a good day to rest ",1
16836,today was fun! hahah. tomorrows the last actual day of school ,1
16837,missing  the first 17 minutes of so you think you can dance  evil tivo,0
16838,Goodnight! ,1
16839,"Now that our pool is open, we've become a favorite hangout for neighborhood kids. I'm thinking about charging admission  ",1
16840,"@amazingphoebe call kayla first, i'll give you a call after, cos i need to do some homework, sorry ",0
16841,im about to get ready to go get some flyers but im kinda tired  but if i dont get them its gonna be ï¿½10 not ï¿½8. what shall i do ?,0
16842,@noah_cyrus She stills attacks U?  Don't be sad.I try to delete her account. :] Please don't care her.She knows she's a POSER!!,0
16843,"@rediska08 awts.  friday, parteeey! hahaha! sa haus ni joycee. sang iner kc di makapg-usap ng maayos eeh T_T",0
16844,Can't Wait For My Flip  Biology exam was DEAD EASY. still addicted to crush. sums me up very well lol,1
16845,&quot;a baby smiles four hundred times a day. adults only seventeen times.&quot; --geography of bliss.. almost done with the book! ,1
16846,"@bruhluuhmusic I'm psychic.  Ha! No, it popped up in the Birthdays section at the bottom of the DigiFreq Forums page: http://bit.ly/Xa8Ed",1
16847,I wish i wasnt so gay ,0
16848,"Better: Iphone 3gs comes out this week!  Yes, Virginia, God loves Brad Conner.  ",1
16849,Fell in love with Bob Ellis' character from the very beginning. Too bad he only lasted for few scenes ,0
16850,"@ElizabethBanks Rachel McAdams, and Tom Cruise in a &quot;Cannonball Run/Ocean's 11&quot; like star studded film!!!  ",1
16851,no ghost ticket  see u at the afterparty?? sigh,0
16852,"No. No, he does not. ",0
16853,Just testing ,1
16854,@whenwill_love I forget about this alll the time... i think it is cause matt found you that i did... ahaha. ,1
16855,@segdeha I know your really busy so thank you for taking the time to look at it. If I figure it out I'll let you know. ,1
16856,Just heard 'I Got A Feeling'on the radio. Good start to the day ,1
16857,Bit of a boring day today guys ,0
16858,Going To Shower And Then Dress Shopping. - cocoshaynel: awww i love making you feel better  http://tumblr.com/x881yvtnk,1
16859,Going to Jon Corzine's campaign kick off with Joe Biden tomorrow  SO excited,1
16860,"Currently watching &quot;LakeView Terrace&quot; (Y), Wishing i was back in Rockaway ,NY right now, miss it so much  ",0
16861,@ijustine Nice hair with that chainsaw though ,1
16862,"I'm chatting with Kimmy dear. Oh snap, I miss her. ",0
16863,I now realise there's two of them  whyyy me! http://twitpic.com/886d8,0
16864,@cedarwaxwing Their votes just awarded the far right with a seat in the EU parliament. For shame. ,0
16865,"@tasha2587 she took my heart, i think she took my soul  xox",1
16866,Why is everything so painful ,0
16867,Left in north hollywood   http://myloc.me/4GyA,0
16868,it's 4:18! ummm...goodnight   &lt;3,1
16869,"Productive day: made a batch of soup before work, nice journos, spinning at lunch, more nice journos, &amp; now 2 more gym classes then a gig ",1
16870,NHL 09 + Red Grapes + Tweeting + Chilled out tunes = A good time ,1
16871,"@DanielBrydon I'm having my first and last crown beginning next week, fitted the week after. all due to a bloody filling coming out ",0
16872,good day  goodnight!,1
16873,birthday on the 18th. please remember. i probably wont get to Tweet then cos i will be out with family  but will before and after. luv u,0
16874,@MrBenzedrine ooo i love the we're so miserable and stunning. thats genius. i think it really fits for the whole style of my brand ,1
16875,@stinabear24. Lol sorry I was in henderson with the family! You know I would have loved to chill with you girl ,1
16876,"Swedish 3 dongle needed patch for Adobe10, thought I'd fixed it but Tweetdeck looking bit bizarre.. Hmmm - I'm not understanding ",1
16877,@jodiesays i painted mine corpsey blue ,1
16878,@Kirsty_83 Thank you XD..yes it my dog Micha...she's so sweet..she lives with my parents ,0
16879,Crikey! It's the afternoon already. Must be working harder than I thought! Hello ,1
16880,"So, Boo Boo is leavin me today.  I'm gonna miss tht nigga...smh.",0
16881,@therealADWarner nooo  I don't have any friends!,0
16882,another rite aid day for me ,0
16883,i feel really ill and am not loking forward to going into school at lunch ,0
16884,@greengrowing great ideas - thx! ,1
16885,Then time to cash my fugly paycheck! ,1
16886,burnt my tongue  guna watch state of origin (footy ;) and a movie or two then crash..hopin flukin is enuf 4 test lol,0
16887,when it all falls apart - the veronicas..... my life right now ,0
16888,Missy Elliot ï¿½ Lose Control &gt;&gt;&gt; hip hop dance class song of the day. I have mad skillzzzz  ? http://blip.fm/~7blau,1
16889,I'm stuck in night class ,0
16890,"@acperkins Not entirely sure about that! Lots more work involved, certainly ",1
16891,@__mares__ thats some traffic jam when the walkers are going faster than the cars i feel your pain. been there done that!! ,0
16892,super tired calling it a night... have a good one twitters ,1
16893,"Sleep time for me now, lots of last minute revision tomoro; exam on Monday  night tweet-ers &lt;3",0
16894,Just woke up. No clue why. It's so earrrrly ,0
16895,@tysonshorts Excellent song. Loves it! Thx and stuff ,1
16896,@kemmeyer I'll pray for some heavy duty heart duct tape for you today. I hate that your heart hurts. ,0
16897,http://bit.ly/tjtnL  OMG YES. This makes me so incredibly happy.  &lt;3,1
16898,A girl knocked on our front door asking for toliet paper O.O and i actually gave her an entire roll too! lolol thats how generous i am ,1
16899,Watching Mini-series DVD now (3 hours long) ,1
16900,Going to bed and hoping my nerves will let me rest. I hate knowing my backyard is wide open ,0
16901,"home at fuckin 3, pretty good night ",1
16902,Oh how I hate that I can dream ,0
16903,"@Kell_Krushka hi! I'm good, Uni is good, getting through the workload. I'd love to catch up sometime. How have you been? ",1
16904,"my sister's debut was awesssoooome, i haaad sooo muuuch fuun ",1
16905,@MAClovesKISS sorry for the 11 hour delay on my comment ,1
16906,"wants a new phone! My phone keeps randomly turning off, piece of crap! And my E65 has run out of warranty, can't repair it!  Bahh",0
16907,takin it easy !!!back to work monday ,0
16908,"@maaria_khan oohh, got me all excited there hahaha ",1
16909,RIP Grandpa.  You will be deeply missed by all of us. The wealth of knowledge you brought to the medical community was immense.,0
16910,"@rkn: Oh, how frustrating.  ",0
16911,tired! back to editing. Going to the Southbank Young Designers Markets tomorrow! Excited  Need to make some impromptu business cards!,1
16912,@PrincessSuperC hey ciara!! saw the the show at the o2 last night and you were amaaazing!  Headlining tour in the UK soon? pleaseee ,1
16913,Why do peep toe shoes hurt so bad ,0
16914,@BobbieRiley awwww i love you more bobbiiiee ,1
16915,really can't find her ipod. ,0
16916,I'm not sure if I'm a human or a machine. ,0
16917,@ZindelaYentl oh. XD uh... well I know everyone in my grade from last year... that's 250 names.  i like remembering things,1
16918,Buried under more paperwork. Not minding it so much ,1
16919,"Today could possibly change the rest of my life, cool? So nervous. ",0
16920,"So, I found out that the Tucanes de Tijuana were @ the Fair last night &amp; I saw people in line wondering what it was 4. Missed it! ",0
16921,loving yesterday ,1
16922,@socialrobot Thanks for saving my shoe! He's made a full recovery and the mud trauma is minimal ,1
16923,@May_faeriesrk i'm not a tv schedule fan either .. I tend to stick with recorded programmes .. On DVD &amp; suchlike to fit 'my' time ,1
16924,@mactavish lawns are a horrible use of resources  do they even help with the air much?,0
16925,@carlminns That bit of news makes me very sad ,0
16926,@danecook Hey Dane...I saw you on Oprah (sure alot of ppl did) FUNNY ,1
16927,@KrissyHefford No no no. I'm saying your aura is naff ;P Maybe you should do that stupid thing where you lie down with stones on you ,1
16928,Thanks Jody! I'll do both of those when I get back to the house ,1
16929,@joeymcintyre i will only be there if u bring me..sorry i cant come show the love...  ,0
16930,@MickyCook yeah that would be fun. Same time as the movie release too... I missed Prophecy in 07. It was in Toronto ,0
16931,@PsychicDeon hey thanks for following me i appresiate it  im following you now ,1
16932,Funniest #eu2009 list : cannabis without borders ,1
16933,@germansaez Tweeting but not messaging me back? ,0
16934,@russiafied thanks for your greeting  (basa basi),1
16935,Just realize that I need to lose weight big time!! ,0
16936,Ahh beach fun ,1
16937,@SJSharksfan i usually get my hair done before things like that but i wasnt expecting them to give me a FIVE DAY NOTICE ! couldn't get in ,0
16938,"&quot;In Progress&quot;â¦what does that even mean, AT&amp;T?!?! AT&amp;T is so incessantive about peoples' feelings! All I want is a dang tracking number. ",0
16939,Hi @taraalexa and hi to also @mikaa2 love yous with allll of my heartttt ,1
16940,Spend most of the week in the office ,0
16941,not feeling well  want my hubby home to cuddle ,0
16942,"My beloved 40d stinks. Literally, i smell beer and cigarettes, and it feels like.. Woah, NIET rox ",1
16943,my stomach is gonna burst...bloated + and full  but! was right about the bruno&amp;eminem thing..i knew eminem was just kidding(:,0
16944,"I've been asked how I am able to support myself working at home, answer is by doing surveys here... http://bit.ly/ojTLv Crazyy!! ",1
16945,@Jeewhizz Having the same problem myself - I try to &quot;offset&quot; the day by working late so I can enjoy the sun ,1
16946,"I think I may  have said thing that could have made some  angry -- sorry for that, truly  ",0
16947,@shazy_s omg that silver bmw jwas outside my house again n when i looked out it drove off!!!  who is this?,0
16948,I dont know how u stay awake untill 2:30 am or later ,1
16949,finally decided on my tattoo  now i just need moneyyyy haaa. beach with my lover tomorrow &lt;3,1
16950,hates sad stories.  http://plurk.com/p/12lmcf,0
16951,"aah! too much sleep, so worthless ",0
16952,nope. im bout to hear that bass when i .make love. I like my whiskey straight no chasaaaa! ,1
16953,Kellie Pickler was so great on Ellen friday talkin' about &quot;tweeter&quot;! LOL. She is so funny! And I love Ellen ,1
16954,"is sitting on the porch, drinking a Heiney, reading a book (From Good to Great--Collins).  Life is good. ",1
16955,@mike_samson I don't think all the cache-clearing in the world is going to solve this problem. It's strictly on their end. ,0
16956,@estheryates but they have to learn sometime. Will it make you feel better if I bring my 3 year old? ,1
16957,"Oven has been on since 3:15... that's almost 3 hours!  3 loaves (1 cinnamon bread) &amp; 2.5 batches of rolls are baked. scones, not made yet ",0
16958,it's lovely day to kill a king today.  ? http://blip.fm/~4miiw,1
16959,@ColorblindFish Thanks for helping make this a summer to remember. See you in St. Louis!! ,1
16960,@Killandra Reading &amp; loving it. Boy are u right.. sometimes there are no spoons. I've been living without 4 over 10 days.. no fun  Hugsss!,0
16961,@TemerityJane Sorry to hear that ,0
16962,compy is back up and running!!! but at half the ram. ,0
16963,@binaurally in paper form. Get ready for E-ink LOL. Kindle sucks &amp; I hear that you guys may lose Hedo ,0
16964,@syutbai It was probably this: http://www.thestar.com/news/gta/article/643275 ,0
16965,@Katie3294 Are you making a didgeridoo!?!? That would be cool! Do it! Do it! Do it! ,1
16966,Not going to LK's.  Maybe going to Catherine's if she answers her dang phone?,0
16967,See you all in 5 hours ,1
16968,@Dmonzangel I dont think she'llbe impressed by my choice of name then ,1
16969,@KurstinLinda yeahhh...probably.   too bad...he may have a gf by then lmaolmaolmao.,1
16970,Yayyy going to my 3rd favourite place evr on sunday   its like complete paradise. quiet. beautiful. I forget the world when Im there!,1
16971,"@xscarletmx Oh, and Pippin says Yay @ Sammy D, to celebrate, she bit a cat. ",1
16972,@maddlepaddle  dont be sad. and i know the highlight of this week has been you getting to see my pretty face ,0
16973,"@DonnieWahlberg when nothing in your life makes sense, trust God anyway.Love ya ddub.Thank you for brightening my day and for everything ",1
16974,@salandpepper or you could switch to #ff it's easier/lazier!  x,1
16975,well that was fancy &amp;&amp; boring hah towards the end went to the lounge to watch ni hao kai lan! ,1
16976,"Ahh Saturdays. the kind of days where you can lay in bed till 3-something, checking twitter on your iPod, &amp; not feel guilty ",1
16977,a salt pig thing coz she broke her other one! lol  do you guys even no wat a salt pig is?,1
16978,"@LOST_WFTB I'll be back next week to do it, got family here for too long! ",0
16979,"Lol 6th update, cause I like making mamma mad  uh/// I ate ribs :3",1
16980,Morning Twitterland... Happy Saturday ,1
16981,@clemsonfan4484 what is it! ,1
16982,Today must be &quot;Submit Bad Art Monday!&quot; ,0
16983,good to be back ,1
16984,I just walked into a wall and it hurt like a bitch . ,0
16985,@ddlovato awesome demi!too bad i can't see what it looks like ,0
16986,Just got an ice cream cone. My smartest 3 dolar buy ever. Now it's gone  http://yfrog.com/5ejrwij,0
16987,@xxMemoxx no sorry  got a bit excited there. I'm still waiting...,0
16988,@joanncys thanks! haven't get used to the mobile world though ,1
16989,"@JasonBradbury Sorry mate, it was not my intention to upset you. ",1
16990,"I love my g1 now! With that new g1 update I got video, I can text w/o usin the qwerty pad, and the pic quality is awesome! Yay! ",1
16991,Wow. I seriously cant believe this woman. I reallllyyy dislike the woman I am forced to call mom. Bitch. ,0
16992,i cant open it ,0
16993,@Valleycat73 lol...I'm sorry...sorry u didn't win those wristbands again...we ALL tried again  @visitathensga PICK VAL----PLEASE!!!!!,0
16994,the weather is finally getting beautiful here.  beautifuleyes&lt;3,1
16995,Lunch time...yummy  1st day without my boot...trying to see if i make it through the day,1
16996,@BadAstronomer Apple likes you more than me ,0
16997,@greenlaundry yeahh my feet freaking hurts ,0
16998,"@TherealWill One of my fav quote:Being satisfied with being good;means to refuse excellence.Sorry 4 my weak english,but u get the point ",1
16999,@fupster I am lost. Please help me find a good home. ,0
17000,@expatina The wonders of Twitter! ,1
17001,already falling out with my parents at home. been back less than a day.  someone get me out of here..,0
17002,@JLP7589 I am much much much much better  Thank you for asking! *hug* Now I'm just drained from playing the best fucking show ever! ,1
17003,Eating quickly+chasing brother around apt=pukies for omlet and carpet cleaning for me ,0
17004,My boyfriend is cute  all the interns are cute too @ajonesyy @__hannahbelle @rachel_martino @cnartlet,1
17005,"@verysmallghost ???? ???? ????  ? ??? ????? ?? ???????, ????? ? ????? ",1
17006,@REGYATES happy birthdayyyyyyyyy  xxxx,1
17007,"@anca_foster lol i like that last one, see ? i told you back then id give you twitter care, and i didnt stop  i prove you wrong girl",1
